"","X1","Susc_FN","Evaluation","Likert_Evaluation","Education_Score","Age","Gender","Income_Score","Dummy_Congruence","Familiar_Dummy","Duration","Dig_Lit_Avg","Article_day","ResponseId","Ideology_Score","Treat_Search","True_Dummy","Article"
"383","383","1","True",5,2,37,1,0,0,"0","33.3","4.2","Jun 17_4","R_1ifxsUGpvkltYQV","-1",1,1,"4"
"384","384","1","True",7,1,39,1,1,0,"0","12.9166666666667","3.6","Jun 17_4","R_1DSdq4CoflvcVgq","3",1,1,"4"
"385","385","0","CND",3,1,34,1,0,NA,"0","11","4.7","Jun 17_4","R_YaGbCF2VsxUDx5f",NA,1,0,"4"
"386","386","1","True",5,1,30,1,0,0,"0","16.0666666666667","3.2","Jun 17_4","R_28M5Z1sJuZIDrLG","-2",1,1,"4"
"387","387","1","True",7,1,26,1,2,0,"0","12.7333333333333","3.9","Jun 17_4","R_2zUO0JQaqWJoNQQ","-2",1,1,"4"
"388","388","1","True",5,2,39,1,2,0,"0","19.4166666666667","2.1","Jun 17_4","R_1LhQoN44amwHYU1","2",1,1,"4"
"389","389","1","True",4,2,67,1,1,0,"1","8.38333333333333","2.9","Jun 17_5","R_838maQqMGpuH0eB","2",1,1,"5"
"390","390","0","Misl/False",5,3,37,0,3,0,"0","14.1166666666667","4.5","Jun 17_5","R_2dMYardSw8L5FcN","0",1,0,"5"
"391","391","1","True",7,1,48,1,0,NA,"1","14.75","4.4","Jun 17_5","R_URbWzrmcNJcbjcR",NA,1,1,"5"
"392","392","0","Misl/False",2,4,71,1,2,0,"1","20.0833333333333","4.1","Jun 17_5","R_O1hQVTPgGeMzH0t","1",1,0,"5"
"393","393","0","Misl/False",1,0,67,1,0,1,"0","20.7","2.3","Jun 17_5","R_SZT5IldR9MJ5Vh7","-3",1,0,"5"
"394","394","0","CND",5,4,65,1,1,0,"1","31.9666666666667","2.6","Jun 17_5","R_29uZuahnBzyNgrL","3",1,0,"5"
"395","395","0","CND",4,2,36,1,0,1,"1","9.68333333333333","3.1","Jun 17_5","R_ByXFDlFQQn5mWbv","-3",1,0,"5"
"396","396","1","True",7,2,68,1,0,1,"1","50.0666666666667","3.9","Jun 17_5","R_PA3Wcj2tt7gmzbb","-3",1,1,"5"
"397","397","0","Misl/False",4,3,74,0,2,1,"0","23.5666666666667","2.5","Jun 17_5","R_3h0gg3TCinyiiws","-1",1,0,"5"
"398","398","0","Misl/False",1,1,76,0,0,1,"1","30.4666666666667","3.1","Jun 17_5","R_3lYc7kWxa2KTABU","-2",1,0,"5"
"399","399","1","True",7,3,30,0,3,1,"1","20.2333333333333","3.4","Jun 17_5","R_3njuocIAhqUUE2t","-3",1,1,"5"
"400","400","0","Misl/False",4,1,69,0,0,0,"0","10.9","3.3","Jun 17_5","R_2TFYkJDYiIxjkds","0",1,0,"5"
"401","401","0","Misl/False",4,3,36,0,1,0,"0","12.6333333333333","3.4","Jun 17_5","R_NX6pkbfXLA3FPwZ","0",1,0,"5"
"402","402","0","Misl/False",2,3,70,0,0,0,"0","42.2","3","Jun 17_5","R_23aGTEAe3EsK7wu","2",1,0,"5"
"403","403","1","True",7,1,35,0,0,0,"1","14.6666666666667","4.5","Jun 17_5","R_0lcNuHhDjClPpIJ","0",1,1,"5"
"404","404","1","True",1,5,41,0,3,1,"1","18.5666666666667","3.3","Jun 17_5","R_cBXMaE1JfNMuRqx","-1",1,1,"5"
"405","405","1","True",7,3,38,0,1,0,"1","16.1666666666667","4.6","Jun 17_5","R_3PcTJkO89JS4hQZ","0",1,1,"5"
"406","406","0","Misl/False",5,3,23,0,3,0,"1","14.7166666666667","3.2","Jun 17_5","R_1gMFUafBBBoHAn3","2",1,0,"5"
"407","407","1","True",6,2,68,1,0,1,"1","45.6166666666667","2.1","Jun 17_5","R_3iOJR3HRSznVdVX","-1",1,1,"5"
"408","408","1","True",4,1,22,1,1,0,"1","18.8833333333333","3.2","Jun 17_5","R_3hmqO5XsEaoCvTj","2",1,1,"5"
"409","409","1","True",6,3,44,1,1,0,"1","13.05","4.1","Jun 17_5","R_2fm4oLNQzB7UNR3","1",1,1,"5"
"410","410","1","True",7,3,40,1,1,1,"0","12.4166666666667","4.7","Jun 17_5","R_sSQZo5XJbvPIoZr","-1",1,1,"5"
"411","411","1","True",7,1,30,1,1,1,"1","12.1","3.1","Jun 17_5","R_3QXamLmAS8GD2rZ","-1",1,1,"5"
"412","412","0","Misl/False",6,2,31,1,1,0,"0","9.5","3.8","Jun 17_5","R_1114fEhZfDxoLEv","0",1,0,"5"
"413","413","1","True",7,1,24,1,2,0,"1","8.03333333333333","5","Jun 17_5","R_8cca7xus7N68y8V","0",1,1,"5"
"414","414","0","CND",5,2,23,1,1,0,"0","20.45","3.4","Jun 17_5","R_bEg0tDwqBrlZurD","3",1,0,"5"
"415","415","1","True",6,1,20,1,3,0,"1","10.5666666666667","4.2","Jun 17_5","R_3NFbLNZEdIi5Pqx","1",1,1,"5"
"416","416","1","True",7,1,44,1,1,0,"0","30.85","4.6","Jun 17_5","R_3qUOLlxSTNjWUFr","1",1,1,"5"
"417","417","1","True",4,1,18,1,1,0,"0","30.1833333333333","3.9","Jun 17_5","R_28RFkDxYlioxzBw","1",1,1,"5"
"418","418","0","Misl/False",1,1,45,0,0,0,"0","8.6","4","Jun 22_1","R_2YPWgGmY9hQGrlc","3",1,0,"1"
"419","419","1","True",5,3,35,0,1,0,"0","16.15","3.5","Jun 22_1","R_WrsAXqtfm1brOgh","-2",1,1,"1"
"420","420","1","True",6,4,39,0,3,0,"1","9.15","4.5","Jun 22_1","R_1Kr8riM5W1YfFdM","-3",1,1,"1"
"421","421","1","True",6,4,45,0,2,0,"0","12.8166666666667","4.7","Jun 22_1","R_5AVsXpeHHqdpJE5","-3",1,1,"1"
"422","422","1","True",5,5,41,0,3,0,"0","36.6","4.7","Jun 22_1","R_25L0G7iKJzxMTPp","-1",1,1,"1"
"423","423","1","True",6,1,56,0,1,0,"0","23.7333333333333","2.6","Jun 22_1","R_db2Ti9B46EVRdAt","-2",1,1,"1"
"424","424","1","True",5,1,42,0,0,0,"0","11.4166666666667","4.3","Jun 22_1","R_uyxoSqaBscA7xIZ","0",1,1,"1"
"425","425","0","Misl/False",2,1,57,0,0,0,"0","14.4666666666667","2.6","Jun 22_1","R_5o5A1kQfiB21cZ3","0",1,0,"1"
"426","426","0","CND",4,4,58,0,2,0,"1","16.6166666666667","4.4","Jun 22_1","R_1d4w3Znp1jXmrAi","3",1,0,"1"
"427","427","0","CND",4,4,47,0,2,0,"0","18.6","4.9","Jun 22_1","R_2xFDDLGlrUizqvX","3",1,0,"1"
"428","428","0","CND",2,3,44,0,2,0,"0","23.15","5","Jun 22_1","R_8HtQYksJK0LlKTv","0",1,0,"1"
"429","429","1","True",6,3,34,0,3,0,"0","12.1833333333333","4.8","Jun 22_1","R_110fi99BLi2ZFUy","-1",1,1,"1"
"430","430","1","True",7,1,45,0,0,0,"0","14.3833333333333","4.6","Jun 22_1","R_1rPaWFgP0ukdOIi","-1",1,1,"1"
"431","431","0","CND",4,2,73,0,0,NA,"0","40.5833333333333","1.9","Jun 22_1","R_0ffCiPhxhNjtwVX",NA,1,0,"1"
"432","432","0","Misl/False",2,1,70,1,2,0,"0","20.2","4","Jun 22_1","R_2rklcfvQMkI6lxI","2",1,0,"1"
"433","433","0","Misl/False",5,3,39,1,1,0,"0","20.3","2.4","Jun 22_1","R_25Qv0rlTpUz1xvj","-1",1,0,"1"
"434","434","1","True",4,1,20,1,1,0,"0","12.05","3.7","Jun 22_1","R_2AGpV0p0CkKFheA","-2",1,1,"1"
"435","435","0","Misl/False",2,4,18,0,2,0,"1","9.61666666666667","3.3","Jun 22_1","R_YPGMRtYNVze8OvD","1",1,0,"1"
"436","436","1","True",7,1,63,1,0,0,"0","17.1166666666667","4.9","Jun 22_1","R_u8Laz2j6w4rGUff","-3",1,1,"1"
"437","437","0","CND",7,1,32,1,0,0,"0","7.53333333333333","3.4","Jun 22_1","R_12Dwyx7yjSpcxK0","-1",1,0,"1"
"438","438","1","True",5,3,46,1,1,0,"0","13.0166666666667","3.9","Jun 22_1","R_r1nTW3rsudTsqQ1","2",1,1,"1"
"439","439","1","True",6,4,40,1,1,0,"0","20.2166666666667","3.7","Jun 22_1","R_1IQ3VbxpCcYO5as","-2",1,1,"1"
"440","440","0","Misl/False",2,2,64,1,0,0,"0","16.9","4.6","Jun 22_1","R_3EalnyGoapLdmLK","-2",1,0,"1"
"441","441","1","True",7,1,34,1,3,0,"0","59.45","5","Jun 22_1","R_2wcXorSBuapsP13","2",1,1,"1"
"442","442","1","True",7,2,39,1,1,0,"0","60","5","Jun 22_1","R_1o77VpOANpL2qjw","3",1,1,"1"
"443","443","0","CND",4,1,26,1,1,0,"0","18.15","3.6","Jun 22_1","R_3M9cAuGe74g0xIW","3",1,0,"1"
"444","444","1","True",5,1,34,1,1,0,"0","21.4166666666667","3.2","Jun 22_1","R_2VCGoI4wsveKE3f","2",1,1,"1"
"445","445","0","Misl/False",4,1,68,0,1,0,"1","10.4166666666667","3","Jun 22_2","R_3gT10rl1wG3P0Fq","0",1,0,"2"
"446","446","1","True",7,4,37,0,3,1,"1","15.9333333333333","4.8","Jun 22_2","R_10BFhiv0HVTLkyU","-1",1,1,"2"
"447","447","1","True",5,3,61,0,2,0,"1","22.3666666666667","3.4","Jun 22_2","R_2qxVlfk7SEvJTwE","0",1,1,"2"
"448","448","0","CND",3,4,77,0,2,0,"0","20.5666666666667","5","Jun 22_2","R_2DOYVOJf9Iwt9AE","0",1,0,"2"
"449","449","0","CND",3,1,23,0,1,0,"0","16.5833333333333","3.3","Jun 22_2","R_6yP0bIU1cP1URhf","3",1,0,"2"
"450","450","0","CND",2,4,49,0,0,1,"1","13.35","5","Jun 22_2","R_2cAsnAtnYqNP58k","-1",1,0,"2"
"451","451","1","True",7,2,65,0,1,0,"1","26.6","3.9","Jun 22_2","R_1I61TXfel0mcVWb","2",1,1,"2"
"452","452","1","True",7,4,44,0,2,1,"1","9.66666666666667","4.4","Jun 22_2","R_3kw6kHtEGeiq6JR","-3",1,1,"2"
"453","453","1","True",1,4,45,0,3,1,"0","16.3166666666667","4.7","Jun 22_2","R_1Kd3HF4v9ORzkip","-3",1,1,"2"
"454","454","0","Misl/False",4,1,19,0,1,0,"0","16.4833333333333","3.8","Jun 22_2","R_3GoLn4AwNFOOP4y","2",1,0,"2"
"455","455","0","CND",4,4,37,0,3,0,"0","22.5166666666667","4","Jun 22_2","R_2qaSHc25kX3f1mb","0",1,0,"2"
"456","456","1","True",6,1,71,0,1,0,"0","22.3833333333333","3.5","Jun 22_2","R_28Be1OKuRJcQAsY","2",1,1,"2"
"457","457","1","True",7,3,82,0,0,1,"0","22.6166666666667","4.2","Jun 22_2","R_2aOUlZ8rb9p5Sho","-1",1,1,"2"
"458","458","1","True",6,3,37,0,3,1,"0","46.4833333333333","4.8","Jun 22_2","R_1jqRnrJ2prDydML","-2",1,1,"2"
"459","459","1","True",7,3,73,0,0,1,"1","42.0166666666667","4.1","Jun 22_2","R_qDFVaYQovMycajL","-3",1,1,"2"
"460","460","0","CND",3,3,45,0,2,1,"0","9.98333333333333","4.2","Jun 22_2","R_2uKYNFlc6EI9KQk","-2",1,0,"2"
"461","461","1","True",5,4,72,0,3,0,"1","19.9833333333333","4.3","Jun 22_2","R_3KvdtgZo4PlbIK9","3",1,1,"2"
"462","462","1","True",6,4,69,0,1,0,"1","21.7666666666667","4","Jun 22_2","R_37WxQCqv4ooDZjr","2",1,1,"2"
"463","463","0","Misl/False",6,4,49,0,2,0,"1","11.7833333333333","4.1","Jun 22_2","R_1DpU3r3KGT2ZADn","3",1,0,"2"
"464","464","0","CND",4,3,45,0,0,0,"0","7.58333333333333","2.7","Jun 22_2","R_1rIXPfj8bvQdGm3","0",1,0,"2"
"465","465","0","CND",4,3,64,0,2,0,"1","20.9","4.5","Jun 22_2","R_2R9DrYgICSi5DRp","2",1,0,"2"
"466","466","0","CND",3,1,69,1,0,0,"1","21.15","2.2","Jun 22_2","R_3HUg4uCJLWqRkb7","3",1,0,"2"
"467","467","0","CND",4,4,39,1,2,0,"0","27.9833333333333","4.2","Jun 22_2","R_838zQiccnSoVgqJ","2",1,0,"2"
"468","468","0","CND",4,4,33,1,1,0,"0","16.3666666666667","3","Jun 22_2","R_XInQqVYBUnAn6Kd","0",1,0,"2"
"469","469","0","CND",4,3,36,1,1,0,"0","4.53333333333333","3.8","Jun 22_2","R_2P7Qkyv5nynEDTS","0",1,0,"2"
"470","470","0","CND",5,1,63,1,0,0,"1","10.85","3.6","Jun 22_2","R_27HBQdJddyomKNb","3",1,0,"2"
"471","471","1","True",5,1,18,1,2,1,"0","14.6333333333333","3.4","Jun 22_2","R_1IghI33U2pYxay1","-2",1,1,"2"
"472","472","1","True",7,3,28,1,1,0,"0","16.4166666666667","3.3","Jun 22_2","R_vOWN74RWhhcphW9","0",1,1,"2"
"473","473","1","True",6,1,19,1,3,0,"0","18.1166666666667","3.3","Jun 22_2","R_2SfaQKcN4A9mBMv","0",1,1,"2"
"474","474","1","True",7,2,30,1,1,0,"1","41.6166666666667","4","Jun 22_2","R_1QFL7Qm9mrTFqhm","0",1,1,"2"
"475","475","1","True",7,2,40,1,1,1,"0","16.6333333333333","4.7","Jun 22_2","R_3m30TW5XqXzZ791","-3",1,1,"2"
"476","476","1","True",7,5,60,1,1,1,"1","26","4.7","Jun 22_2","R_1mEGAFIZ3abck3j","-1",1,1,"2"
"477","477","1","True",7,4,26,1,1,1,"0","19.2166666666667","4","Jun 22_2","R_2v0RB3gYNpXMZBP","-2",1,1,"2"
"478","478","1","True",7,2,28,1,0,0,"0","19.7333333333333","4.4","Jun 22_2","R_3kH9PyeWKNiFvEG","0",1,1,"2"
"479","479","0","Misl/False",5,1,35,1,0,1,"1","25.9166666666667","4.5","Jun 22_2","R_2UiwACLn1VOBggw","-3",1,0,"2"
"480","480","0","Misl/False",4,3,42,1,1,0,"1","16.5333333333333","4.4","Jun 22_2","R_2rozjs9ghg0IdH7","0",1,0,"2"
"481","481","1","True",5,1,25,1,0,0,"0","60","4.6","Jun 22_2","R_2qlxITQ0txUdkkK","0",1,1,"2"
"482","482","1","True",5,1,31,1,0,0,"0","29.7833333333333","2.5","Jun 22_2","R_W8XfJQn5jpVwiLn","3",1,1,"2"
"483","483","0","CND",3,4,63,0,3,0,"0","10.55","3.3","Jun 22_4","R_5gvp9FSvmjzfVhn","0",1,0,"4"
"484","484","1","True",6,2,20,0,1,0,"1","14.5166666666667","4","Jun 22_4","R_bQUoEM1jD810qfn","2",1,1,"4"
"485","485","1","True",6,4,40,0,3,0,"1","33.2666666666667","4.8","Jun 22_4","R_1o5U1KqaqgHKTSV","0",1,1,"4"
"486","486","1","True",4,4,40,0,3,0,"0","39.25","2.9","Jun 22_4","R_OiYt4ZuSAPwMXPb","0",1,1,"4"
"487","487","0","CND",7,4,41,0,3,0,"0","24.0166666666667","4","Jun 22_4","R_9YzhA3DQKAbM7O9","0",1,0,"4"
"488","488","0","Misl/False",1,3,50,0,1,0,"0","23.35","2.6","Jun 22_4","R_3HXnq7dJHpxD4Xr","0",1,0,"4"
"489","489","1","True",7,4,67,0,2,0,"1","8.5","3.6","Jun 22_4","R_xFrntqQ4H7dK3h7","0",1,1,"4"
"490","490","0","CND",4,3,50,0,3,0,"0","13.2","3.7","Jun 22_4","R_Uz356pgplGnocgN","0",1,0,"4"
"491","491","0","Misl/False",4,1,NA,0,0,0,"0","10.8166666666667","3.3","Jun 22_4","R_3ly74Alyc8MAZR5","0",1,0,"4"
"492","492","0","Misl/False",4,4,50,0,1,0,"0","12.6166666666667","2.8","Jun 22_4","R_Zq1ssTr1f8ESFA5","2",1,0,"4"
"493","493","1","True",6,4,67,0,3,0,"1","15.1333333333333","3.4","Jun 22_4","R_1f0EOwd3YIxX7Fi","0",1,1,"4"
"494","494","1","True",7,5,41,0,3,0,"1","12.0333333333333","4.7","Jun 22_4","R_2e8oXVM2TH0cKVg","-2",1,1,"4"
"495","495","0","CND",5,3,67,0,2,0,"0","25.2333333333333","4","Jun 22_4","R_27srLxP0OmKDGTQ","-1",1,0,"4"
"496","496","1","True",7,2,58,0,0,0,"1","22.0333333333333","3.6","Jun 22_4","R_3FJnIjmM4kMnagW","-3",1,1,"4"
"497","497","1","True",6,2,20,1,0,0,"1","11.5666666666667","3.9","Jun 22_4","R_3IYt7aDMIcYjEqi","0",1,1,"4"
"498","498","0","CND",5,3,40,1,1,0,"0","22.6333333333333","2.9","Jun 22_4","R_3JgZcCZ52GQjZ8o","0",1,0,"4"
"499","499","1","True",7,1,61,1,2,0,"1","22.4","2.7","Jun 22_4","R_WD7kD8lZx8x9YZP","0",1,1,"4"
"500","500","1","True",5,4,69,1,1,0,"1","23.0833333333333","2.5","Jun 22_4","R_9uy3GvSVsG2k7zr","0",1,1,"4"
"501","501","1","True",6,3,22,1,0,0,"0","19.75","4.6","Jun 22_4","R_1hywesAsdRzVKPW","-2",1,1,"4"
"502","502","1","True",6,1,79,1,1,0,"1","16.7","2.8","Jun 22_4","R_yNKkCypeR54QKXL","3",1,1,"4"
"503","503","1","True",7,4,36,1,2,0,"0","21.85","5","Jun 22_4","R_22s67cowN2FB2Ma","0",1,1,"4"
"504","504","1","True",7,1,19,1,3,0,"1","24.7333333333333","4.4","Jun 22_4","R_3P4uUcBxohHaoju","-3",1,1,"4"
"505","505","1","True",6,3,32,1,2,0,"0","37.1166666666667","4.6","Jun 22_4","R_1K1oHllSKyqsdzX","3",1,1,"4"
"506","506","1","True",5,2,35,1,1,0,"0","60","3.4","Jun 22_4","R_DeNctsYfkJL4MsV","-2",1,1,"4"
"507","507","1","True",5,1,39,1,0,0,"0","10.2333333333333","3.7","Jun 22_4","R_8ui8zcWzrkcDMPf","0",1,1,"4"
"508","508","0","Misl/False",5,2,19,1,1,0,"0","40.85","3.2","Jun 22_4","R_1flawP8WKleSlLi","0",1,0,"4"
"509","509","1","True",6,4,38,0,2,0,"1","22.1166666666667","2.4","Jun 22_5","R_zZMllqHnOycTs9b","2",1,1,"5"
"510","510","1","True",7,4,45,0,3,1,"0","13.2166666666667","4.7","Jun 22_5","R_1diOqYtCQzYbp1S","-2",1,1,"5"
"511","511","1","True",5,4,34,0,3,0,"0","20.3166666666667","4.5","Jun 22_5","R_erGhQbVU6SEGh9f","0",1,1,"5"
"512","512","1","True",7,4,41,0,2,0,"1","28.0833333333333","5","Jun 22_5","R_1EchQOvm59JfdLc","0",1,1,"5"
"513","513","0","Misl/False",4,3,53,0,1,1,"1","15.45","4","Jun 22_5","R_2S3oLWmMoTVMu1j","-2",1,0,"5"
"514","514","1","True",7,3,72,0,0,1,"1","19.5333333333333","4.1","Jun 22_5","R_2zuqMXONxxF7Dhu","-1",1,1,"5"
"515","515","1","True",7,5,35,0,3,1,"0","25.4166666666667","4.6","Jun 22_5","R_TsXkUaRyMeD4lY5","-3",1,1,"5"
"516","516","1","True",6,3,48,0,1,0,"1","25.0666666666667","4.9","Jun 22_5","R_3ek11vkhBZKw7Bg","0",1,1,"5"
"517","517","0","CND",4,3,68,0,0,1,"1","17.9333333333333","2.8","Jun 22_5","R_pLXXX6dQWU8WVKV","-2",1,0,"5"
"518","518","0","CND",4,2,65,0,1,0,"1","18.6333333333333","2.6","Jun 22_5","R_SMJO8QZs4dVKt21","0",1,0,"5"
"519","519","0","CND",4,1,69,0,0,NA,"0","20.1","2.7","Jun 22_5","R_1DP6u0Ysapej67b",NA,1,0,"5"
"520","520","1","True",6,1,58,0,0,0,"1","16.9","4.3","Jun 22_5","R_31uyEww6NTe3ggB","2",1,1,"5"
"521","521","1","True",6,4,48,0,1,0,"1","57.95","4.3","Jun 22_5","R_3QPeawq0bucZAKP","2",1,1,"5"
"522","522","0","CND",3,1,21,1,1,0,"1","10.5166666666667","3","Jun 22_5","R_2dg7LgyWp7b3gNS","0",1,0,"5"
"523","523","1","True",4,2,18,1,1,1,"0","8.01666666666667","3","Jun 22_5","R_2ebfN3vSdj5ZNCR","-3",1,1,"5"
"524","524","0","CND",6,0,68,1,0,0,"1","17.8166666666667","1.9","Jun 22_5","R_3fICcaotAiAY4li","2",1,0,"5"
"525","525","1","True",6,2,24,1,0,1,"1","8.46666666666667","3.3","Jun 22_5","R_2Vw3R8CVKCjkPTZ","-1",1,1,"5"
"526","526","1","True",7,4,36,1,1,0,"1","21.2666666666667","4.5","Jun 22_5","R_21apWH87rO2B9Mc","3",1,1,"5"
"527","527","1","True",6,1,54,1,0,0,"1","22.85","3.9","Jun 22_5","R_2Ytaufw1Gsoo1hb","0",1,1,"5"
"528","528","1","True",5,3,20,1,1,0,"0","13.5","3.2","Jun 22_5","R_1MSzWOUnEFZKxC5","2",1,1,"5"
"529","529","0","CND",6,2,66,1,0,0,"1","34.2833333333333","2.8","Jun 22_5","R_2woFoLnLeo7Y8Bh","0",1,0,"5"
"530","530","1","True",6,2,54,1,0,0,"1","21.1166666666667","1.7","Jun 22_5","R_3Rln36hglXldnIR","2",1,1,"5"
"531","531","1","True",7,4,32,1,3,1,"1","21.1833333333333","4.3","Jun 22_5","R_3qQgOB03ujUc0vH","-2",1,1,"5"
"532","532","0","CND",4,2,38,1,0,0,"0","36.3666666666667","5","Jun 22_5","R_2f70tvTtFzpqfOT","0",1,0,"5"
"533","533","0","CND",6,1,NA,1,0,NA,"1","38.3166666666667","3.1","Jun 22_5","R_3MGyQAnvySgHDft",NA,1,0,"5"
"534","534","1","True",4,2,28,1,1,0,"1","8.93333333333333","3.1","Jun 22_5","R_28CyAHE4lh3WcBG","0",1,1,"5"
"535","535","1","True",7,2,68,1,0,1,"1","38.9333333333333","2.8","Jun 3_2","R_1ls2kHEa4l1zTxy","-2",1,1,"2"
"536","536","1","True",6,5,61,0,3,1,"1","17.2166666666667","4.1","Jun 3_2","R_1OPl9H8NghPp7hV","-3",1,1,"2"
"537","537","1","True",5,5,73,0,0,1,"0","39.4666666666667","3.8","Jun 3_2","R_2zPgphWWWvhPNnU","-3",1,1,"2"
"538","538","1","True",5,2,23,0,0,0,"0","28.6666666666667","4.6","Jun 3_2","R_10pjJNqkZQxXjxi","2",1,1,"2"
"539","539","1","True",7,4,30,0,1,0,"0","16.1833333333333","4.1","Jun 3_2","R_2YRIT0pJGd7k0hm","0",1,1,"2"
"540","540","1","True",7,1,23,0,0,1,"1","22.6666666666667","3.9","Jun 3_2","R_307Buy5S4Fr9rNk","-3",1,1,"2"
"541","541","1","True",4,1,52,1,0,0,"0","60","1.8","Jun 3_2","R_1EXqJ979ofsS2LO","0",1,1,"2"
"542","542","1","True",6,4,36,0,3,0,"0","15.1833333333333","4.6","Jun 3_2","R_2PvuMByAaJuXUJX","0",1,1,"2"
"543","543","1","True",6,4,20,0,2,0,"1","13.6666666666667","4.2","Jun 3_2","R_1FIEqucmfrFCupL","1",1,1,"2"
"544","544","0","CND",5,1,39,0,1,1,"1","10.1666666666667","3.8","Jun 3_2","R_2ql6sk6CBAI40q3","-2",1,0,"2"
"545","545","0","CND",4,4,45,0,2,0,"0","60","4.7","Jun 3_2","R_2EAh2G8gIzq2aVS","2",1,0,"2"
"546","546","0","Misl/False",2,4,77,0,2,1,"1","42.2166666666667","3.7","Jun 3_2","R_1mqqdJY8cZ3WpQs","-2",1,0,"2"
"547","547","0","CND",4,1,20,0,0,0,"0","27.5833333333333","3.9","Jun 3_2","R_2S7RoxODv2eHRWl","2",1,0,"2"
"548","548","0","CND",4,3,44,0,0,0,"0","38.1","3.4","Jun 3_2","R_3F3hR2yxEeeuJKm","3",1,0,"2"
"549","549","0","Misl/False",4,3,67,0,0,0,"1","55.5","2.6","Jun 3_2","R_1BVjUV5eCAYuUzp","3",1,0,"2"
"550","550","1","True",6,5,36,0,1,0,"1","15.4166666666667","4.1","Jun 3_2","R_3fQ25HVN8PsEZnC","3",1,1,"2"
"551","551","0","CND",4,3,42,1,1,0,"0","10.3166666666667","3.7","Jun 3_2","R_V3l21kfzQHtsAMN","2",1,0,"2"
"552","552","0","CND",5,2,48,1,1,1,"0","14.15","3","Jun 3_2","R_2E0pE7vvvPyfubS","-2",1,0,"2"
"553","553","0","CND",4,3,40,1,3,1,"0","16.3833333333333","5","Jun 3_2","R_1n3gwIGTHmmiHF7","-3",1,0,"2"
"554","554","0","Misl/False",4,2,44,1,0,0,"1","24.0166666666667","5","Jun 3_2","R_3lMjURtZfYQqUhd","0",1,0,"2"
"555","555","1","True",4,4,24,1,1,0,"0","10.7166666666667","3","Jun 3_4","R_SQ93gio8e0ZqTgR","1",1,1,"4"
"556","556","0","CND",4,1,64,1,2,0,"0","29.3833333333333","1.8","Jun 3_4","R_2ZHYImP9OpjZ2gY","0",1,0,"4"
"557","557","1","True",6,1,53,0,0,0,"0","45.95","5","Jun 3_4","R_3HAlJRnJl5OJx08","1",1,1,"4"
"558","558","0","CND",4,2,72,1,2,0,"0","60","2.2","Jun 3_4","R_11hzdGp7ulHou7R","3",1,0,"4"
"559","559","0","Misl/False",6,1,72,1,1,0,"0","60","3.1","Jun 3_4","R_ur0CZDVDc1tLHkR","2",1,0,"4"
"560","560","1","True",6,4,42,0,3,0,"0","23.8166666666667","3.3","Jun 3_4","R_1LHUeDUWypUjKXq","2",1,1,"4"
"561","561","0","CND",5,4,28,0,0,0,"0","10.4833333333333","3.6","Jun 3_4","R_8AqNsstfocyFqpz","2",1,0,"4"
"562","562","0","CND",5,3,35,0,1,0,"1","24.5166666666667","3.9","Jun 3_4","R_cPgjnQBG9Hvc4gh","0",1,0,"4"
"563","563","0","Misl/False",2,2,23,0,0,0,"0","16.8333333333333","4.5","Jun 3_4","R_Yc6cspZfveV1ih3","-1",1,0,"4"
"564","564","0","CND",4,1,19,1,1,0,"1","25.4","2.9","Jun 3_4","R_238pcbRdkHHSsDN","0",1,0,"4"
"565","565","1","True",6,4,33,0,0,0,"0","14.45","4.6","Jun 3_4","R_phenRd2Txusoc13","-1",1,1,"4"
"566","566","0","CND",7,5,39,0,0,0,"1","15.9166666666667","5","Jun 3_4","R_PCKAt8usjAfcjhT","-2",1,0,"4"
"567","567","0","Misl/False",4,1,19,0,0,0,"0","13.5333333333333","4.2","Jun 3_4","R_DkMO750RtasHHod","-2",1,0,"4"
"568","568","0","Misl/False",3,3,27,0,0,0,"0","32.85","3.3","Jun 3_4","R_uspbVcoVZFv6W8V","-2",1,0,"4"
"569","569","0","CND",4,3,22,0,1,0,"0","8.9","4.7","Jun 3_4","R_1pJqc40WEeXde7A","0",1,0,"4"
"570","570","1","True",5,4,35,0,1,0,"1","25.3166666666667","4.4","Jun 3_4","R_3qvVQqjp8H1yQKU","-1",1,1,"4"
"571","571","1","True",7,1,26,1,0,0,"0","19.65","3.8","Jun 3_4","R_32XugbBXITQ2lfi","0",1,1,"4"
"572","572","1","True",6,1,62,1,1,0,"0","24.6833333333333","3.4","Jun 3_4","R_2tiikUjy4UVE7X1","2",1,1,"4"
"573","573","1","True",7,2,24,1,2,0,"1","14.5666666666667","5","Jun 3_4","R_3D8Egs8HXUMR0f1","0",1,1,"4"
"574","574","1","True",6,4,60,0,1,0,"1","14.9666666666667","5","Jun 3_4","R_22Kx9UVqKll1p16","-2",1,1,"4"
"575","575","1","True",7,4,33,0,1,0,"1","21.2333333333333","4.4","Jun 3_4","R_1hLovSfZF3MpHlz","1",1,1,"4"
"576","576","1","True",5,1,61,1,0,0,"0","56.6","3.2","Jun 3_4","R_1IGxhtApwOH5MZv","1",1,1,"4"
"577","577","1","True",6,4,25,0,3,0,"0","13.45","5","Jun 3_4","R_3EBhE6cCj8YTx7k","1",1,1,"4"
