"","X1","Susc_FN","Evaluation","Likert_Evaluation","Education_Score","Age","Gender","Income_Score","Dummy_Congruence","Familiar_Dummy","Duration","Dig_Lit_Avg","Article_day","ResponseId","Ideology_Score","Treat_Search","True_Dummy","Article"
"776","776","0","FM",5,1,18,0,0,0,"0","38.3833333333333","4.2","Jun 1_5","R_3nd9yXBvrug0bwy","0",0,0,"5"
"777","777","0","T",6,4,71,0,2,0,"1","29.4833333333333","2.8","Jun 1_5","R_UXR0oozintb9XB7","2",0,1,"5"
"778","778","0","T",4,3,70,0,2,0,"1","12.55","3.1","Jun 1_5","R_2cpY7iYlqqJmqDm","-2",0,1,"5"
"779","779","0","T",6,4,36,0,3,0,"0","60","3.7","Jun 1_5","R_3DuXmm1vPZobLX2","1",0,1,"5"
"780","780","0","T",5,1,77,0,1,0,"0","21.7833333333333","2.6","Jun 10_2","R_2viuacfLrdSNJ72","2",0,1,"2"
"781","781","0","T",7,2,37,0,0,0,"0","28.4166666666667","4.1","Jun 10_2","R_z8VPRu0JloE6JYB","-2",0,1,"2"
"782","782","0","T",7,3,37,0,1,0,"1","14.4","3.7","Jun 10_2","R_plMqsGQMC145z1L","-2",0,1,"2"
"783","783","0","T",6,1,25,0,1,0,"1","6.13333333333333","4.3","Jun 10_2","R_2xFuYDXw0azYfg7","1",0,1,"2"
"784","784","0","T",7,4,42,0,3,0,"1","21.4666666666667","4.3","Jun 10_2","R_1hNdel20VpPX1VP","-2",0,1,"2"
"785","785","0","T",7,1,57,1,0,0,"1","21.9166666666667","1.4","Jun 10_2","R_3edU55NsRcvCrZm","1",0,1,"2"
"786","786","0","CND",4,4,34,0,2,0,"0","24.6333333333333","4.9","Jun 10_2","R_3DjA3rA0XDCVcKk","0",0,0,"2"
"787","787","0","T",7,2,55,0,0,0,"0","25.1","3.1","Jun 10_2","R_1dLxR8V8bTGUIDE","2",0,1,"2"
"788","788","0","T",5,5,68,0,3,0,"1","60","4.6","Jun 10_2","R_2QFih8ZiSJDISPG","-3",0,1,"2"
"789","789","0","CND",6,3,33,1,2,0,"0","27.3166666666667","2.9","Jun 10_2","R_9mfHBCY9HUEH2sV","0",0,0,"2"
"790","790","0","T",7,4,40,0,3,0,"1","13.0166666666667","5","Jun 10_2","R_1rjoHfMNYaOGgGX","0",0,1,"2"
"791","791","0","T",7,3,38,0,1,0,"1","30.4666666666667","5","Jun 10_2","R_3nHkJhdkpguofnC","-1",0,1,"2"
"792","792","0","CND",4,3,28,0,0,0,"0","10.4666666666667","4.2","Jun 10_2","R_27xwmeWgGyOc5cm","-3",0,0,"2"
"793","793","0","T",7,1,60,0,0,0,"0","17.5","3.9","Jun 10_2","R_Zrg63inLPV3kfPH","-3",0,1,"2"
"794","794","0","CND",5,1,21,1,0,0,"0","18.9833333333333","3.6","Jun 10_2","R_3EsAFHshpJn5vur","-2",0,0,"2"
"795","795","0","CND",4,3,30,1,0,0,"0","19.4166666666667","1.1","Jun 10_2","R_b7q5I3MfmmHXMaJ","0",0,0,"2"
"796","796","0","T",7,2,32,1,1,0,"1","20.15","4.3","Jun 10_2","R_1QrQng84v6FH7I5","1",0,1,"2"
"797","797","0","T",5,3,29,1,0,0,"1","25.3166666666667","4.9","Jun 10_2","R_2w06WCwE2o7VUll","1",0,1,"2"
"798","798","0","CND",4,4,38,1,1,NA,"0","27.1833333333333","3.6","Jun 10_2","R_2YPxm3tZ6hq1CSE",NA,0,0,"2"
"799","799","0","T",7,1,43,1,1,0,"1","10.9333333333333","3.6","Jun 10_2","R_22K80MlGPNj0H7S","0",0,1,"2"
"800","800","0","CND",5,1,18,1,1,0,"0","16.9833333333333","4","Jun 10_2","R_3G1EAml2vvAcBTp","0",0,0,"2"
"801","801","0","CND",4,1,36,1,0,0,"0","16.3","5","Jun 10_2","R_33BSYAaVVCbUtxQ","3",0,0,"2"
"802","802","0","T",6,1,71,0,0,0,"0","18.0166666666667","1.4","Jun 10_4","R_2Sf6L0S3xSwh5ih","3",0,1,"4"
"803","803","0","T",6,5,72,0,3,0,"1","20.7833333333333","2.3","Jun 10_4","R_1NmhwtDo7juaTyP","-2",0,1,"4"
"804","804","0","T",6,1,62,0,0,0,"1","24.5","2.5","Jun 10_4","R_1dH8a36P58F0Nml","0",0,1,"4"
"805","805","0","T",5,1,65,0,0,0,"0","28.7833333333333","2.4","Jun 10_4","R_3FamKHFwlc8Tz9L","0",0,1,"4"
"806","806","0","T",7,2,75,0,1,0,"1","29.1","3","Jun 10_4","R_1QcM0LnC0ZYfU3H","2",0,1,"4"
"807","807","0","CND",5,3,24,1,1,0,"0","6.43333333333333","4","Jun 10_4","R_Ab9UrlMx26x9Mf7","-3",0,0,"4"
"808","808","0","T",6,2,72,0,1,0,"1","19.8","3.4","Jun 10_4","R_eleW9ggLSlHEOsh","-3",0,1,"4"
"809","809","0","T",6,3,64,0,0,0,"1","19.65","4.5","Jun 10_4","R_2fIDI2TRodHvo9S","-1",0,1,"4"
"810","810","0","CND",4,3,47,0,1,0,"1","19.5","3.9","Jun 10_4","R_SN7Z8v7xEXTG0Kd","0",0,0,"4"
"811","811","0","T",4,2,20,1,0,0,"1","10.8166666666667","3.4","Jun 10_4","R_1OmCXpp6mkqjhpn","-2",0,1,"4"
"812","812","0","T",5,3,35,0,1,0,"0","13.4166666666667","3.4","Jun 10_4","R_6zmWyUV1NQ6UedP","-2",0,1,"4"
"813","813","0","T",6,3,53,0,0,0,"1","16.25","2.4","Jun 10_4","R_UQkp0CBCWaBvKpj","2",0,1,"4"
"814","814","0","T",5,3,34,0,2,0,"0","16.4166666666667","4","Jun 10_4","R_PGwvOMGGYaMG6Vr","-2",0,1,"4"
"815","815","0","T",6,1,50,1,0,0,"1","18.3","4.5","Jun 10_4","R_2pMio7NGm4tG0Qz","0",0,1,"4"
"816","816","0","T",5,1,64,1,1,0,"0","27.6666666666667","3.6","Jun 10_4","R_XQVBtEZuEUz7Ljz","-2",0,1,"4"
"817","817","0","FM",3,1,68,0,0,0,"0","32.05","3.9","Jun 10_4","R_3Hq22GDo9Hb9ix8","1",0,0,"4"
"818","818","0","T",7,1,56,0,0,0,"0","19.6","3.2","Jun 10_4","R_3PtpiNI6eHppz9d","3",0,1,"4"
"819","819","0","T",5,2,69,0,0,0,"0","37.5","4","Jun 10_4","R_1d0tlB6vwL2RhHP","0",0,1,"4"
"820","820","0","FM",3,3,62,1,0,0,"1","36.4166666666667","3.3","Jun 10_4","R_TgQNeciVWXQn60N","-1",0,0,"4"
"821","821","0","FM",3,1,45,0,0,0,"1","11.1333333333333","2.6","Jun 10_4","R_1OOwVQGUS8cSxjX","3",0,0,"4"
"822","822","0","T",7,5,41,0,3,0,"0","30.85","3.9","Jun 10_4","R_2Ph7ks32xZNtiAV","-1",0,1,"4"
"823","823","0","T",7,3,34,0,0,0,"0","10.8","5","Jun 10_4","R_1IK0d11qIgw7DRP","3",0,1,"4"
"824","824","0","T",7,3,45,0,1,0,"1","14.4333333333333","5","Jun 10_4","R_3JsLlDbYL217zvE","-3",0,1,"4"
"825","825","0","T",6,4,39,0,2,0,"0","36.9666666666667","4.6","Jun 10_4","R_1M5iY6FaNYq3O0H","3",0,1,"4"
"826","826","0","T",6,3,54,0,1,0,"0","24.7333333333333","2.5","Jun 10_4","R_AI4kQEVUPGJfy0h","3",0,1,"4"
"827","827","0","T",6,4,70,1,1,0,"0","25.7833333333333","3.9","Jun 10_4","R_1hyzr2WX66lNUts","2",0,1,"4"
"828","828","0","T",6,2,57,0,1,0,"0","14.5333333333333","2.9","Jun 10_4","R_AjMws28CFeRr0mB","-3",0,1,"4"
"829","829","0","FM",4,1,69,0,0,0,"0","24.8833333333333","3.5","Jun 10_4","R_1hGrQ6hESdtuqtC","0",0,0,"4"
"830","830","0","T",6,1,18,1,3,0,"0","10.5666666666667","4","Jun 10_4","R_3dSS6jPrS5QFi6v","-2",0,1,"4"
"831","831","0","T",6,3,64,1,1,0,"1","15.3833333333333","4.7","Jun 10_4","R_3iIOmUJ0j9uVJrA","-2",0,1,"4"
"832","832","0","T",7,1,20,1,1,0,"1","13.05","3.7","Jun 10_4","R_zZtgHRnh4da1rmV","-3",0,1,"4"
"833","833","0","T",5,1,19,1,1,0,"1","14.0333333333333","3.7","Jun 10_4","R_1JJB4apjj05kiqa","0",0,1,"4"
"834","834","0","CND",4,3,39,1,3,0,"0","13.6333333333333","3.5","Jun 10_4","R_3DewUoKSLXZCuPL","0",0,0,"4"
"835","835","0","T",7,3,37,1,1,0,"0","60","3.6","Jun 10_4","R_W0QZ69f6NuQk98Z","-3",0,1,"4"
"836","836","0","CND",6,1,28,1,0,0,"0","15.85","4.3","Jun 10_4","R_2AMDuhDvxEW01lk","3",0,0,"4"
"837","837","0","FM",2,1,32,1,1,0,"1","48.0833333333333","4.8","Jun 10_4","R_3078fDC1Ic2fkUu","3",0,0,"4"
"838","838","0","T",6,3,25,1,2,0,"0","17.5833333333333","3.4","Jun 10_4","R_oXYm3JsdVzjUr0R","1",0,1,"4"
"839","839","0","T",6,1,21,1,0,0,"0","37.8","3.7","Jun 10_4","R_1jivM6qXwCi6MOq","0",0,1,"4"
"840","840","0","FM",4,3,32,1,1,0,"0","45","3.9","Jun 10_4","R_PY8FcqoPZNYRied","0",0,0,"4"
"841","841","0","T",6,2,49,1,1,0,"0","35.5666666666667","3.6","Jun 10_4","R_3ezANJdEUT6MZ5O","0",0,1,"4"
"842","842","0","CND",4,5,67,0,2,0,"0","13.1666666666667","3.3","Jun 10_5","R_11d4Z3Vu5sZEeed","0",0,0,"5"
"843","843","0","T",6,3,55,0,3,0,"0","28.6333333333333","4.5","Jun 10_5","R_w810LD36BoVMXWF","2",0,1,"5"
"844","844","0","CND",4,2,51,1,0,0,"0","11.2333333333333","3","Jun 10_5","R_2f0u5Ymr3ATIVPk","0",0,0,"5"
"845","845","0","T",6,4,51,1,1,0,"0","12.25","3.7","Jun 10_5","R_2pKRsBWEuOlIpy0","0",0,1,"5"
"846","846","0","T",4,2,27,0,0,0,"0","14.9","3.5","Jun 10_5","R_2Cs5JZBxX3pm2ym","0",0,1,"5"
"847","847","0","T",7,3,31,0,2,0,"1","14.35","5","Jun 10_5","R_WwbsTtUgXaC8qGZ","-2",0,1,"5"
"848","848","0","FM",4,2,66,0,0,0,"1","12.6333333333333","2.1","Jun 10_5","R_005XxEohuDdbwXf","0",0,0,"5"
"849","849","0","T",4,3,30,0,3,0,"1","20.9333333333333","4.4","Jun 10_5","R_pQbGhXLSDA3Q3LP","2",0,1,"5"
"850","850","0","CND",5,1,49,0,0,0,"0","15.7333333333333","3.2","Jun 10_5","R_2BrNAQ9UvK3rTum","-2",0,0,"5"
"851","851","0","CND",4,3,47,1,1,0,"0","12.7333333333333","3.8","Jun 10_5","R_2X7fApurzOs5swN","0",0,0,"5"
"852","852","0","T",6,4,68,1,0,0,"1","22.75","4","Jun 10_5","R_6F4OTpviHpIDUuB","-2",0,1,"5"
"853","853","0","CND",5,3,73,1,1,0,"0","25.2833333333333","2.4","Jun 10_5","R_3gTtyYOSFPEWr2K","-2",0,0,"5"
"854","854","0","T",5,3,70,0,1,0,"0","47.3833333333333","4.7","Jun 10_5","R_bxehogX48mMfRZf","3",0,1,"5"
"855","855","0","T",6,3,25,0,1,0,"0","30.5333333333333","3.6","Jun 10_5","R_2YoeSw4bppp2ySk","3",0,1,"5"
"856","856","0","T",6,4,38,0,2,0,"0","14.0333333333333","4.6","Jun 10_5","R_zVb0cYnpPrSWdwd","1",0,1,"5"
"857","857","0","T",6,3,40,0,0,0,"0","36.3","4.1","Jun 10_5","R_1mgsCSfRfqwSpgH","0",0,1,"5"
"858","858","0","T",7,4,25,0,2,0,"0","6.1","3.7","Jun 10_5","R_1qamqr6WF8bQsuu","1",0,1,"5"
"859","859","0","T",6,3,28,0,2,0,"1","20.8833333333333","3.4","Jun 10_5","R_1GZ9auLaxxudRcx","-1",0,1,"5"
"860","860","0","T",6,3,63,0,1,0,"0","34.2166666666667","4.6","Jun 10_5","R_3j8L8FcKeAu4ytD","-1",0,1,"5"
"861","861","0","FM",4,2,67,0,2,0,"0","60","2.6","Jun 10_5","R_2xCLNq800AaFrwu","0",0,0,"5"
"862","862","0","T",5,1,44,0,0,0,"0","16.3166666666667","3.8","Jun 10_5","R_110fdpggGOo3WvN","-1",0,1,"5"
"863","863","0","T",5,4,36,0,1,0,"0","9.55","4.5","Jun 10_5","R_ZkQ534uhHwGJWJH","-3",0,1,"5"
"864","864","0","CND",4,4,40,1,0,0,"0","20.0833333333333","4.3","Jun 10_5","R_3nkGLghUMe3hQHh","0",0,0,"5"
"865","865","0","T",6,1,20,1,0,NA,"0","28.0833333333333","3.1","Jun 10_5","R_3Q7klT9Q5vYWt2N",NA,0,1,"5"
"866","866","0","T",6,3,25,1,1,0,"0","9.7","3.9","Jun 10_5","R_OmcSrZRDIjaYCRz","0",0,1,"5"
"867","867","0","T",5,3,32,1,1,0,"0","27.6","4.6","Jun 10_5","R_27KH2BJBl09t5tZ","0",0,1,"5"
"868","868","0","FM",5,3,46,1,2,0,"0","53.1333333333333","3.2","Jun 10_5","R_3oXep5ZBNxnFcHY","1",0,0,"5"
"869","869","0","CND",4,1,28,1,0,0,"0","9.33333333333333","3.2","Jun 10_5","R_29amoRm4kx2pbEU","0",0,0,"5"
"870","870","0","T",7,3,32,1,1,NA,"0","19.7333333333333","4.4","Jun 10_5","R_yrruFuEnGGmuvjH",NA,0,1,"5"
"871","871","0","CND",4,2,37,1,0,0,"0","9.06666666666667","4.7","Jun 10_5","R_1LHXfL4fsOvZTw5","0",0,0,"5"
"872","872","0","T",4,3,30,1,2,0,"0","23.8833333333333","3.5","Jun 10_5","R_OffZYJnUKM4PjZT","0",0,1,"5"
"873","873","0","CND",4,1,36,1,0,0,"0","26.5833333333333","5","Jun 10_5","R_3s6s9OqQjqVMZx3","3",0,0,"5"
"874","874","0","T",6,1,33,1,0,0,"0","60","3.8","Jun 10_5","R_xxrtjoBqnKtVxN7","0",0,1,"5"
"875","875","0","T",5,1,18,1,1,0,"0","11.4666666666667","3.2","Jun 10_5","R_2dLqIdnrrEHlxIX","0",0,1,"5"
"876","876","0","CND",5,2,58,1,0,0,"1","32.8333333333333","4","Jun 15_1","R_3Jen0nb6SU8ZsQz","0",0,0,"1"
"877","877","0","T",7,3,48,0,1,0,"0","47.3","2.5","Jun 15_1","R_2PpsgnhNa58jyHy","2",0,1,"1"
"878","878","0","T",3,3,37,0,2,0,"1","13.95","4.3","Jun 15_1","R_bKhQOeZkPdNhMoV","2",0,1,"1"
"879","879","0","T",7,1,62,0,1,0,"1","60","4.4","Jun 15_1","R_1rcCMlYIiZat0Bx","0",0,1,"1"
"880","880","0","T",7,3,71,0,1,0,"1","22.2666666666667","2.7","Jun 15_1","R_2WBXrtUitmsEqN6","0",0,1,"1"
"881","881","0","FM",3,3,55,1,1,0,"1","23.3166666666667","4.7","Jun 15_1","R_2S984jyahQtLGrX","3",0,0,"1"
"882","882","0","T",5,3,30,0,1,0,"1","14.4833333333333","5","Jun 15_1","R_2SGDDg8XcOj2p9V","2",0,1,"1"
"883","883","0","T",7,5,41,0,3,0,"1","24.5","4.5","Jun 15_1","R_PvV9TwGdEF7pkcN","0",0,1,"1"
"884","884","0","T",6,2,79,0,0,0,"0","32.8833333333333","2.4","Jun 15_1","R_2vcBFNplmilA2GE","-3",0,1,"1"
"885","885","0","FM",4,3,64,1,1,0,"0","19.7666666666667","3.8","Jun 15_1","R_3Rn3XjExWlRzjnM","0",0,0,"1"
"886","886","0","T",4,3,22,0,0,0,"0","8.63333333333333","4.5","Jun 15_1","R_3O9yt7bbbu84acq","-1",0,1,"1"
"887","887","0","T",5,3,43,0,3,0,"0","22.3333333333333","4.1","Jun 15_1","R_3M3yvMfq86LQXOD","1",0,1,"1"
"888","888","0","T",7,2,21,0,0,0,"0","22.1666666666667","4.2","Jun 15_1","R_1fZBHqMskucn7Jz","0",0,1,"1"
"889","889","0","T",6,1,69,0,0,0,"1","28.3666666666667","4.2","Jun 15_1","R_1CIVcWUOBizufTr","2",0,1,"1"
"890","890","0","FM",3,3,70,0,0,0,"0","12.4833333333333","2.9","Jun 15_1","R_1FM0disXLjSH1Ar","-2",0,0,"1"
"891","891","0","CND",5,1,41,0,0,0,"0","14.5833333333333","4.5","Jun 15_1","R_2tsdikRHjiY4RBj","-3",0,0,"1"
"892","892","0","CND",5,3,36,0,3,0,"0","17.55","4.6","Jun 15_1","R_2CpNbiH0CdKiQso","0",0,0,"1"
"893","893","0","FM",1,3,27,0,1,0,"0","30.05","4.7","Jun 15_1","R_3hgeuDy4zW2N5F0","-2",0,0,"1"
"894","894","0","T",6,2,42,0,0,0,"1","16.6333333333333","4.6","Jun 15_1","R_3PdGpMt7MBj3r60","0",0,1,"1"
"895","895","0","T",6,1,30,0,0,0,"0","6.86666666666667","3.2","Jun 15_1","R_3HOzgez6SsyTArZ","0",0,1,"1"
"896","896","0","FM",1,4,66,0,1,0,"1","24.7333333333333","4.9","Jun 15_1","R_BRsB1hwafWw8Q9P","2",0,0,"1"
"897","897","0","CND",4,4,75,0,1,0,"0","16.3666666666667","4.1","Jun 15_1","R_1IKQRRUwY5sDTjM","-1",0,0,"1"
"898","898","0","T",7,1,54,0,0,0,"0","22.0833333333333","3.1","Jun 15_1","R_2Blck6Ep1nHwVm0","0",0,1,"1"
"899","899","0","CND",5,1,19,1,0,0,"1","23.45","4.6","Jun 15_1","R_Rr7F0r1eZjmlTgt","-2",0,0,"1"
"900","900","0","CND",4,1,19,1,0,0,"0","22.9333333333333","4","Jun 15_1","R_3MuGCkEaIIVtx8a","1",0,0,"1"
"901","901","0","FM",6,1,19,1,1,0,"0","15.6666666666667","3.8","Jun 15_1","R_1LzpyoGKj8umjQl","-1",0,0,"1"
"902","902","0","T",7,1,32,1,1,0,"1","8.3","5","Jun 15_1","R_2EzrMxsTOVHARTF","0",0,1,"1"
"903","903","0","T",5,1,21,1,1,0,"0","11.7666666666667","3.3","Jun 15_1","R_12gs3cucalO9SaC","2",0,1,"1"
"904","904","0","T",5,1,19,1,3,0,"0","22.0833333333333","3.9","Jun 15_1","R_3nOcxiGRcFQ6GjC","-2",0,1,"1"
"905","905","0","T",5,0,21,1,0,0,"0","13.25","3.4","Jun 15_1","R_w4tNvHdslbAre3T","-3",0,1,"1"
"906","906","0","FM",6,2,40,1,0,0,"0","7.96666666666667","2.1","Jun 15_1","R_1jqcrH7y816b9t0","3",0,0,"1"
"907","907","0","CND",4,4,39,1,0,0,"0","19.8833333333333","3.1","Jun 15_1","R_79RvMEpFAdar3QB","0",0,0,"1"
"908","908","0","CND",5,0,48,1,0,0,"0","27.0666666666667","3.1","Jun 15_1","R_2VsDR4Lq67vjpAv","0",0,0,"1"
"909","909","0","T",6,4,42,1,2,0,"0","12.9","4","Jun 15_1","R_3g1rP7jDs1mh5Hy","0",0,1,"1"
"910","910","0","T",6,4,50,1,1,1,"1","17.4333333333333","2.2","Jun 15_2","R_3HN3ccjku9kvHyL","-2",0,1,"2"
"911","911","0","FM",3,3,65,0,0,0,"0","14.4166666666667","3.5","Jun 15_2","R_Zh1RCEoeg7orbLr","0",0,0,"2"
"912","912","0","T",7,3,24,1,0,0,"0","28.0666666666667","2.7","Jun 15_2","R_2VNJ67CVP02MwRT","2",0,1,"2"
"913","913","0","T",6,1,49,0,1,0,"0","60","4.4","Jun 15_2","R_2VNCVtf61uXVZw6","0",0,1,"2"
"914","914","0","T",6,1,71,0,0,0,"0","32.7333333333333","3.7","Jun 15_2","R_1gtZf0ahEoOSSFX","3",0,1,"2"
"915","915","0","T",7,4,70,0,0,1,"1","25.3666666666667","3.1","Jun 15_2","R_1SxxDI7xeHhsgCJ","-2",0,1,"2"
"916","916","0","T",6,2,83,0,0,0,"1","32.4","3.9","Jun 15_2","R_2wmZ7RqKS8h5QKW","1",0,1,"2"
"917","917","0","CND",4,3,27,0,3,0,"0","11.3","4.2","Jun 15_2","R_1FJ2AFvRxflWFKb","0",0,0,"2"
"918","918","0","T",7,1,68,0,1,1,"1","9.9","3.4","Jun 15_2","R_1OMLgllcT7JQUax","-2",0,1,"2"
"919","919","0","CND",2,3,67,0,1,0,"0","44.4666666666667","5","Jun 15_2","R_23UcGvbAGxqxwSP","0",0,0,"2"
"920","920","0","T",6,4,57,1,1,1,"1","15.5166666666667","4.3","Jun 15_2","R_3gXi7BpVnCisyc3","-1",0,1,"2"
"921","921","0","FM",5,1,19,1,1,0,"0","17.4666666666667","3.2","Jun 15_2","R_5z5nG6BVMqVzzhf","0",0,0,"2"
"922","922","0","T",7,1,61,1,0,1,"0","20.95","4.6","Jun 15_2","R_2VR3FybIIN4ZhPH","-2",0,1,"2"
"923","923","0","T",5,5,55,0,1,0,"0","27.3333333333333","3.2","Jun 15_2","R_2us4LBmFZtoJB2R","2",0,1,"2"
"924","924","0","CND",4,3,76,0,2,1,"0","19","1","Jun 15_2","R_1PUCHUEBTMCiTDf","-1",0,0,"2"
"925","925","0","T",3,1,57,0,0,0,"0","21.7333333333333","3","Jun 15_2","R_pbGjia2BnJlpy37","0",0,1,"2"
"926","926","0","CND",5,2,57,0,0,0,"1","47.3666666666667","3.6","Jun 15_2","R_1PXbJiRezK3obBJ","0",0,0,"2"
"927","927","0","FM",4,3,36,0,2,0,"0","15.55","4.1","Jun 15_2","R_2rvKxLc80tsIwYg","2",0,0,"2"
"928","928","0","T",5,4,68,0,0,0,"1","38.5","3","Jun 15_2","R_2QET1bvrF96NOhU","1",0,1,"2"
"929","929","0","T",5,3,43,0,3,1,"0","10.15","4.3","Jun 15_2","R_1EaH96fSNtxxypm","-2",0,1,"2"
"930","930","0","T",5,3,27,0,0,1,"0","16.2833333333333","4.1","Jun 15_2","R_b49UHNxp3EAoVs5","-2",0,1,"2"
"931","931","0","T",6,4,41,0,2,0,"0","21.6166666666667","4.8","Jun 15_2","R_1HqvfOp1rJXEWcW","0",0,1,"2"
"932","932","0","T",5,2,30,0,1,0,"0","17.4166666666667","4.7","Jun 15_2","R_sR0aWlTUZKtLUE9","0",0,1,"2"
"933","933","0","T",5,1,19,1,2,1,"1","20.25","3.2","Jun 15_2","R_2tzmNp8415eTsWo","-3",0,1,"2"
"934","934","0","FM",3,3,46,1,3,0,"1","10.5666666666667","4.5","Jun 15_2","R_2uHsFe2WgUpiFjT","3",0,0,"2"
"935","935","0","CND",4,1,18,1,3,1,"0","11.6","3.9","Jun 15_2","R_DOHvvp8l1OdufV7","-3",0,0,"2"
"936","936","0","T",6,3,30,1,2,1,"0","13.2333333333333","5","Jun 15_2","R_2ZBLoHdBzCBE66n","-2",0,1,"2"
"937","937","0","CND",4,1,18,1,3,NA,"0","8.58333333333333","3.4","Jun 15_2","R_3O9uPMGNLE2kmg1",NA,0,0,"2"
"938","938","0","T",5,3,26,1,1,0,"1","10.3666666666667","1","Jun 15_2","R_1lmkaqS7toZtYaD","1",0,1,"2"
"939","939","0","CND",2,1,38,1,0,1,"0","31.4833333333333","3.8","Jun 15_2","R_12zhVky7BC9W1te","-2",0,0,"2"
"940","940","0","CND",4,2,41,1,2,1,"0","39.3666666666667","4","Jun 15_2","R_5pvrTaorWI5PgZP","-2",0,0,"2"
"941","941","0","T",7,3,50,1,1,0,"0","16.55","5","Jun 15_2","R_DGX8UUGaLDgKuY1","3",0,1,"2"
"942","942","0","T",6,2,69,1,0,0,"0","27.7333333333333","4.3","Jun 15_4","R_1HeovHyh9UITRCF","3",0,1,"4"
"943","943","0","T",6,1,72,1,0,0,"0","30.7333333333333","2.9","Jun 15_4","R_3qlf2cSUXpBTPdy","3",0,1,"4"
"944","944","0","T",6,3,63,1,0,0,"0","26.7","3.6","Jun 15_4","R_xD9oXjrLe155Fbr","2",0,1,"4"
"945","945","0","T",7,1,55,0,1,0,"1","60","3.8","Jun 15_4","R_3iWtGnWeOlAhZY6","2",0,1,"4"
"946","946","0","T",6,3,22,1,3,0,"1","10.3833333333333","4.9","Jun 15_4","R_2citlw9qHOgoZlL","0",0,1,"4"
"947","947","0","T",6,5,38,0,2,0,"0","11.1","5","Jun 15_4","R_3hgr2JyMV8FA5as","-2",0,1,"4"
"948","948","0","CND",5,2,59,1,0,0,"0","14.3333333333333","1.9","Jun 15_4","R_1QsgzZGDYUrXCMU","-3",0,0,"4"
"949","949","0","T",6,4,78,0,3,0,"1","17","2.7","Jun 15_4","R_1k0119hwZAF9HjD","-2",0,1,"4"
"950","950","0","T",7,4,79,0,3,0,"1","48.1666666666667","3.4","Jun 15_4","R_yDsHfvj1sZND1zX","0",0,1,"4"
"951","951","0","T",6,4,45,1,1,0,"1","35.35","4.5","Jun 15_4","R_3MFeYoY6LwdW3ua","1",0,1,"4"
"952","952","0","CND",5,1,71,1,1,0,"1","21.0333333333333","4.6","Jun 15_4","R_21GSofoJaysGXF0","2",0,0,"4"
"953","953","0","T",7,4,48,0,0,0,"0","13.4833333333333","4.3","Jun 15_4","R_C9XbLmJGiRpc5yh","0",0,1,"4"
"954","954","0","T",7,3,77,0,2,0,"0","40.7833333333333","3.1","Jun 15_4","R_3nquyA5G1jeWmu2","1",0,1,"4"
"955","955","0","T",7,5,42,0,2,0,"0","9.95","4.7","Jun 15_4","R_2P5aQK1MCnFR33D","3",0,1,"4"
"956","956","0","T",6,3,72,0,2,0,"1","20.6","3.9","Jun 15_4","R_27xH4sq7tRSqfzf","2",0,1,"4"
"957","957","0","T",7,3,29,0,1,0,"0","28.45","4.8","Jun 15_4","R_1r7TUpz7FjovKtG","-3",0,1,"4"
"958","958","0","CND",4,3,46,0,1,0,"1","19.6","4","Jun 15_4","R_0VTBq3VBzig0sVP","-2",0,0,"4"
"959","959","0","T",7,4,34,0,1,0,"1","35.35","4.5","Jun 15_4","R_eYfdMemXIthhEXv","-3",0,1,"4"
"960","960","0","T",7,5,35,0,3,0,"1","33.7","4.5","Jun 15_4","R_2R22hnQWQHpmjO9","3",0,1,"4"
"961","961","0","FM",5,1,32,0,0,0,"0","16.8166666666667","1.9","Jun 15_4","R_9AVSgVJUFBAybTz","0",0,0,"4"
"962","962","0","T",7,4,19,0,2,0,"1","16.4666666666667","4.8","Jun 15_4","R_a9PJXmqWcpwnqRb","1",0,1,"4"
"963","963","0","FM",1,3,22,1,1,0,"1","9.48333333333333","3.6","Jun 15_4","R_1Fnx9XIh2osqOuL","-2",0,0,"4"
"964","964","0","T",7,4,25,1,1,0,"1","5.41666666666667","3.3","Jun 15_4","R_3PnVgC03ij8aCvE","1",0,1,"4"
"965","965","0","FM",2,1,20,0,2,0,"0","21.25","4.3","Jun 15_4","R_2anOm9EVPaTaQS6","-3",0,0,"4"
"966","966","0","T",7,1,22,1,2,0,"1","20","4.2","Jun 15_4","R_2tEk9osEluYtWor","0",0,1,"4"
"967","967","0","FM",3,1,37,1,0,NA,"0","20.5","3.2","Jun 15_4","R_2YCUdxuvEKPxtKe",NA,0,0,"4"
"968","968","0","T",6,1,18,1,3,0,"1","11.7833333333333","3.8","Jun 15_4","R_3ElOEoCTodu7esm","-2",0,1,"4"
"969","969","0","T",3,3,30,1,0,0,"0","16.25","4.6","Jun 15_4","R_2zUxJcjBqT6uTuM","-3",0,1,"4"
"970","970","0","T",7,3,25,1,1,0,"1","17.1666666666667","4.2","Jun 15_4","R_3CO9vLlbnINIz61","-1",0,1,"4"
"971","971","0","T",7,1,39,1,1,0,"0","31.4","4.1","Jun 15_4","R_2VrU8VupyyF4FcR","3",0,1,"4"
"972","972","0","T",6,1,18,0,1,0,"0","27.6833333333333","3.6","Jun 15_5","R_2QrlASggUxS211I","1",0,1,"5"
"973","973","0","T",7,1,65,1,0,0,"1","55.8833333333333","2.4","Jun 15_5","R_3ESiEGaMmaToI9r","0",0,1,"5"
