"","Article_day","True_Dummy","Likert_Evaluation","Age","Dig_Lit_Avg","Income_Score","CRT_Score","Familiar_Story","Education_Score","Duration","Ideology_Score","Gender","ResponseId","Treatment","Dummy_Ideology","Article_Lean","Dummy_Congruence","Susc_FN","Treat_Search"
"1727","jan 8_1",0,1,63,2.8,1,3,"No",4,1549,-1,1,"R_1gI1gsKHkG1oOiE",0,"Liberal","Conservative",0,0,0
"1728","jan 8_1",1,7,45,5,1,0,"No",3,776,0,1,"R_1AIEI5x2LUfuI01",0,"Moderate","Conservative",0,1,0
"1729","jan 8_1",1,7,61,5,2,1,"No",4,1021,0,1,"R_2tlfsdOtK0j1kax",1,"Moderate","Conservative",0,1,1
"1730","jan 8_1",0,3,61,5,2,1,"No",4,1021,0,1,"R_2tlfsdOtK0j1kax",0,"Moderate","Conservative",0,0,0
"1731","jan 8_4",0,4,47,2.8,0,0,"No",1,619,1,1,"R_3Ue7VnKBENwSHxn",0,"Conservative","Conservative",1,0,0
"1732","jan 8_4",0,5,50,1.5,0,2,"No",1,3239,2,1,"R_2ar7dH3MXadtOom",0,"Conservative","Conservative",1,0,0
"1733","jan 8_4",1,6,32,3.8,1,2,"Yes",4,1571,2,0,"R_3oYimaJPe03r0tY",0,"Conservative","Conservative",1,1,0
"1734","jan 8_4",1,5,31,3.6,1,4,"No",3,1253,1,1,"R_1QyF0Q7VzIqTT0D",0,"Conservative","Conservative",1,1,0
"1735","jan 8_4",1,5,34,2.7,0,1,"No",1,979,2,0,"R_XHDV04Na5wQaa4x",0,"Conservative","Conservative",1,1,0
"1736","jan 8_4",1,6,72,3.5,0,2,"Yes",1,4381,1,0,"R_vrjtkreBUqh03JL",0,"Conservative","Conservative",1,1,0
"1737","jan 8_4",1,7,24,3.8,0,2,"Yes",1,780,-3,0,"R_31mc652anIWWaVV",0,"Liberal","Conservative",0,1,0
"1738","jan 8_4",1,5,26,4.2,0,0,"Yes",3,527,3,1,"R_SWbXC5SggPcTcLT",0,"Conservative","Conservative",1,1,0
"1739","jan 8_4",1,6,49,1.8,0,0,"No",1,5338,3,1,"R_3mdw9l9kK59tziq",0,"Conservative","Conservative",1,1,0
"1740","jan 8_4",1,7,28,3.8,3,3,"Yes",5,935,3,0,"R_1290YapM4uGXgdj",0,"Conservative","Conservative",1,1,0
"1741","jan 8_4",0,2,32,4.9,0,1,"Yes",1,1318,-3,0,"R_1KjaT6V0T8Sr7Ca",0,"Liberal","Conservative",0,0,0
"1742","jan 8_4",0,2,36,4.1,1,3,"No",1,2550,0,0,"R_aY1Cx5xM8aALcfn",0,"Moderate","Conservative",0,0,0
"1743","jan 8_4",1,6,23,4.4,0,1,"No",1,1142,-2,0,"R_3niw0161gWBLhzv",0,"Liberal","Conservative",0,1,0
"1744","jan 8_4",0,2,29,4.1,1,1,"No",4,1130,-3,0,"R_2SjbSTrfeOwi02M",0,"Liberal","Conservative",0,0,0
"1745","jan 8_4",1,6,18,4.6,0,1,"No",1,899,-2,0,"R_1LoMw0p7MCZLC5v",0,"Liberal","Conservative",0,1,0
"1746","jan 8_4",1,7,28,4.5,1,1,"No",3,1141,3,0,"R_Xk2PtopVGhvK2NH",0,"Conservative","Conservative",1,1,0
"1747","jan 8_4",0,1,37,2.4,0,3,"No",2,1054,0,0,"R_vCANkb0TDQMzl61",0,"Moderate","Conservative",0,0,0
"1748","jan 8_4",0,4,38,4.2,2,3,"Not Sure",5,1941,0,1,"R_2Rb4HGViUqRXefc",0,"Moderate","Conservative",0,0,0
"1749","jan 8_4",1,6,39,3.3,2,3,"No",3,4021,-1,1,"R_24nRsRkLovsOFZT",0,"Liberal","Conservative",0,1,0
"1750","jan 8_4",1,6,38,3.3,2,2,"No",4,2012,0,1,"R_DGKYYqGtNXd69u9",0,"Moderate","Conservative",0,1,0
"1751","jan 8_4",0,1,37,4.1,1,3,"No",4,1411,0,1,"R_2xR873R8i2CUnEh",0,"Moderate","Conservative",0,0,0
"1752","jan 8_4",1,7,48,4.5,0,1,"Yes",1,852,0,1,"R_NWNxEU52afLKKaJ",0,"Moderate","Conservative",0,1,0
"1753","jan 8_4",1,5,52,4.6,3,4,"No",2,1026,-1,1,"R_2wsGaDhDmjRawYj",0,"Liberal","Conservative",0,1,0
"1754","jan 8_4",1,6,55,4.8,1,2,"Yes",2,983,0,0,"R_3g7sgCmNdh41BZT",0,"Moderate","Conservative",0,1,0
"1755","jan 8_4",1,4,44,4,0,1,"No",2,1374,2,1,"R_1Dxb0OYWd0cgeir",0,"Conservative","Conservative",1,1,0
"1756","jan 8_4",0,4,57,4,3,1,"Yes",3,1768,-1,1,"R_2xLiXCcNY646FvE",0,"Liberal","Conservative",0,0,0
"1757","jan 8_4",1,5,60,4.1,2,1,"Yes",3,761,1,1,"R_3O3paHwfilaTcOn",0,"Conservative","Conservative",1,1,0
"1758","jan 8_4",1,7,61,4.3,0,3,"No",1,3045,1,1,"R_yIps0LuZE6MGWxr",0,"Conservative","Conservative",1,1,0
"1759","jan 8_4",1,6,56,3.7,0,0,"No",2,1064,1,1,"R_2eairmI8nRh9L4U",0,"Conservative","Conservative",1,1,0
"1760","jan 8_4",0,5,42,2.6,1,3,"Yes",3,831,-1,1,"R_279FWkjNAb4xzTG",0,"Liberal","Conservative",0,0,0
"1761","jan 8_4",0,1,35,4.6,3,0,"No",3,693,-1,0,"R_2oB4xmJbFiLD5xD",0,"Liberal","Conservative",0,0,0
"1762","jan 8_4",0,1,35,4.6,3,0,"No",3,693,-1,0,"R_2oB4xmJbFiLD5xD",1,"Liberal","Conservative",0,0,1
"1763","jan 8_4",1,5,31,3.6,1,4,"No",3,1253,1,1,"R_1QyF0Q7VzIqTT0D",1,"Conservative","Conservative",1,1,1
"1764","jan 8_4",0,4,47,2.8,0,0,"No",1,619,1,1,"R_3Ue7VnKBENwSHxn",1,"Conservative","Conservative",1,0,1
"1765","jan 8_4",0,4,50,1.5,0,2,"No",1,3239,2,1,"R_2ar7dH3MXadtOom",1,"Conservative","Conservative",1,0,1
"1766","jan 8_4",1,6,32,3.8,1,2,"Yes",4,1571,2,0,"R_3oYimaJPe03r0tY",1,"Conservative","Conservative",1,1,1
"1767","jan 8_4",1,7,49,1.8,0,0,"No",1,5338,3,1,"R_3mdw9l9kK59tziq",1,"Conservative","Conservative",1,1,1
"1768","jan 8_4",1,7,28,3.8,3,3,"Yes",5,935,3,0,"R_1290YapM4uGXgdj",1,"Conservative","Conservative",1,1,1
"1769","jan 8_4",0,2,32,4.9,0,1,"Yes",1,1318,-3,0,"R_1KjaT6V0T8Sr7Ca",1,"Liberal","Conservative",0,0,1
"1770","jan 8_4",1,7,36,4.1,1,3,"No",1,2550,0,0,"R_aY1Cx5xM8aALcfn",1,"Moderate","Conservative",0,1,1
"1771","jan 8_4",1,6,23,4.4,0,1,"No",1,1142,-2,0,"R_3niw0161gWBLhzv",1,"Liberal","Conservative",0,1,1
"1772","jan 8_4",0,1,29,4.1,1,1,"No",4,1130,-3,0,"R_2SjbSTrfeOwi02M",1,"Liberal","Conservative",0,0,1
"1773","jan 8_4",1,6,18,4.6,0,1,"No",1,899,-2,0,"R_1LoMw0p7MCZLC5v",1,"Liberal","Conservative",0,1,1
"1774","jan 8_4",1,7,28,4.5,1,1,"No",3,1141,3,0,"R_Xk2PtopVGhvK2NH",1,"Conservative","Conservative",1,1,1
"1775","jan 8_4",0,1,37,2.4,0,3,"No",2,1054,0,0,"R_vCANkb0TDQMzl61",1,"Moderate","Conservative",0,0,1
"1776","jan 8_4",0,4,34,2.7,0,1,"No",1,979,2,0,"R_XHDV04Na5wQaa4x",1,"Conservative","Conservative",1,0,1
"1777","jan 8_4",1,6,72,3.5,0,2,"Yes",1,4381,1,0,"R_vrjtkreBUqh03JL",1,"Conservative","Conservative",1,1,1
"1778","jan 8_4",1,7,24,3.8,0,2,"Yes",1,780,-3,0,"R_31mc652anIWWaVV",1,"Liberal","Conservative",0,1,1
"1779","jan 8_4",1,7,26,4.2,0,0,"Yes",3,527,3,1,"R_SWbXC5SggPcTcLT",1,"Conservative","Conservative",1,1,1
"1780","jan 8_4",1,7,48,4.5,0,1,"Yes",1,852,0,1,"R_NWNxEU52afLKKaJ",1,"Moderate","Conservative",0,1,1
"1781","jan 8_4",1,6,52,4.6,3,4,"No",2,1026,-1,1,"R_2wsGaDhDmjRawYj",1,"Liberal","Conservative",0,1,1
"1782","jan 8_4",0,4,55,4.8,1,2,"Yes",2,983,0,0,"R_3g7sgCmNdh41BZT",1,"Moderate","Conservative",0,0,1
"1783","jan 8_4",0,4,44,4,0,1,"No",2,1374,2,1,"R_1Dxb0OYWd0cgeir",1,"Conservative","Conservative",1,0,1
"1784","jan 8_4",0,2,57,4,3,1,"Yes",3,1768,-1,1,"R_2xLiXCcNY646FvE",1,"Liberal","Conservative",0,0,1
"1785","jan 8_4",0,4,60,4.1,2,1,"Yes",3,761,1,1,"R_3O3paHwfilaTcOn",1,"Conservative","Conservative",1,0,1
"1786","jan 8_4",1,7,61,4.3,0,3,"No",1,3045,1,1,"R_yIps0LuZE6MGWxr",1,"Conservative","Conservative",1,1,1
"1787","jan 8_4",1,7,56,3.7,0,0,"No",2,1064,1,1,"R_2eairmI8nRh9L4U",1,"Conservative","Conservative",1,1,1
"1788","jan 8_4",1,5,42,2.6,1,3,"Yes",3,831,-1,1,"R_279FWkjNAb4xzTG",1,"Liberal","Conservative",0,1,1
"1789","jan 8_4",1,7,38,4.2,2,3,"Not Sure",5,1941,0,1,"R_2Rb4HGViUqRXefc",1,"Moderate","Conservative",0,1,1
"1790","jan 8_4",1,7,39,3.3,2,3,"No",3,4021,-1,1,"R_24nRsRkLovsOFZT",1,"Liberal","Conservative",0,1,1
"1791","jan 8_4",1,6,38,3.3,2,2,"No",4,2012,0,1,"R_DGKYYqGtNXd69u9",1,"Moderate","Conservative",0,1,1
"1792","jan 8_4",0,4,37,4.1,1,3,"No",4,1411,0,1,"R_2xR873R8i2CUnEh",1,"Moderate","Conservative",0,0,1
"1793","nov 20_1",1,7,63,3.8,1,2,"No",5,3184,-1,1,"R_25GZRuJC9ukCkuf",1,"Liberal","Conservative",0,1,1
"1795","nov 20_1",0,2,65,4.1,0,3,"No",3,1296,-1,1,"R_2RVzIHYrOV4yy9X",1,"Liberal","Conservative",0,0,1
"1796","nov 20_1",0,3,65,4.1,0,3,"No",3,1296,-1,1,"R_2RVzIHYrOV4yy9X",0,"Liberal","Conservative",0,0,0
"1797","nov 20_1",1,7,63,3.8,1,2,"No",5,3184,-1,1,"R_25GZRuJC9ukCkuf",0,"Liberal","Conservative",0,1,0
"1799","nov 20_1",1,5,73,3.1,1,2,"No",3,1618,2,0,"R_1mQxcCigTrLGtxb",0,"Conservative","Conservative",1,1,0
"1800","nov 20_1",0,7,26,2,0,0,"No",2,1182,0,1,"R_2dW1MJ8JTs3g0PD",0,"Moderate","Conservative",0,0,0
"1801","nov 20_1",0,1,21,3.4,0,0,"No",2,1976,0,1,"R_2SwaWYT9Z0GxJ5q",0,"Moderate","Conservative",0,0,0
"1802","nov 20_1",0,2,18,3.4,3,1,"No",0,1330,-2,1,"R_Oa5xgf1s66SAJA5",0,"Liberal","Conservative",0,0,0
"1803","nov 20_1",1,5,43,3.2,1,3,"No",3,1657,0,1,"R_237VEukJyv612xw",0,"Moderate","Conservative",0,1,0
"1804","nov 20_1",0,1,70,2.9,0,1,"Yes",1,2907,-1,0,"R_2rUaEHqaqHmMy9P",0,"Liberal","Conservative",0,0,0
"1805","nov 20_1",1,5,64,2.4,0,0,"Yes",1,1300,2,0,"R_3nr3I7B32Z43i7s",0,"Conservative","Conservative",1,1,0
"1806","nov 20_1",1,6,71,4.4,1,2,"Yes",4,3443,0,0,"R_7PC7b4aiiXGAGpr",0,"Moderate","Conservative",0,1,0
"1807","nov 20_1",1,7,69,3.9,0,0,"Yes",1,2349,1,0,"R_O6IHe2IcLYNjs9r",0,"Conservative","Conservative",1,1,0
"1808","nov 20_1",1,6,27,3.8,2,1,"No",2,744,0,1,"R_V25qruUR3fyewN3",0,"Moderate","Conservative",0,1,0
"1809","nov 20_1",0,3,19,3.3,0,4,"No",2,808,-2,1,"R_1o5Brl36Z0BX9rv",0,"Liberal","Conservative",0,0,0
"1810","nov 20_1",0,1,50,5,3,2,"No",4,1419,3,0,"R_2EcxrSzwO1iGufP",0,"Conservative","Conservative",1,0,0
"1812","nov 20_1",0,4,18,3.6,3,3,"No",1,956,-3,1,"R_2wFxNSBEyEVE78S",0,"Liberal","Conservative",0,0,0
"1813","nov 20_1",0,4,23,5,1,0,"No",1,990,-2,0,"R_1M3XrmDl91iIuB2",0,"Liberal","Conservative",0,0,0
"1814","nov 20_1",1,6,35,4,1,1,"Yes",3,2956,2,0,"R_0f8tXqm73k7BgBP",0,"Conservative","Conservative",1,1,0
"1815","nov 20_1",0,1,34,4.5,0,3,"No",3,1958,-2,0,"R_DiPkUDFiXFGDLzP",0,"Liberal","Conservative",0,0,0
"1816","nov 20_1",0,2,45,4.6,1,2,"No",1,3028,-2,0,"R_3HXpWStOiqzTVnS",0,"Liberal","Conservative",0,0,0
"1817","nov 20_1",0,1,32,4.7,1,2,"No",2,885,-2,0,"R_XprFt5HWBFG6xi1",0,"Liberal","Conservative",0,0,0
"1818","nov 20_1",0,5,25,3.7,0,4,"No",1,619,-2,0,"R_3qvyjCGZlowb4oc",0,"Liberal","Conservative",0,0,0
"1819","nov 20_1",0,1,44,5,2,1,"No",3,1182,3,0,"R_3ERwk3zoS09E8h4",0,"Conservative","Conservative",1,0,0
"1820","nov 20_1",0,4,47,3.5,0,0,"No",3,823,-1,0,"R_1OgEzIdyesLljEJ",0,"Liberal","Conservative",0,0,0
"1821","nov 20_1",0,4,50,3.3,3,2,"No",4,2216,0,0,"R_1qfxNqDIMMPnf0b",0,"Moderate","Conservative",0,0,0
"1822","nov 20_1",1,7,35,3.4,3,1,"Yes",4,2510,-2,0,"R_0uH42OsyB5sFmZX",0,"Liberal","Conservative",0,1,0
"1823","nov 20_1",0,5,35,3.4,3,1,"Yes",4,2510,-2,0,"R_0uH42OsyB5sFmZX",1,"Liberal","Conservative",0,0,1
"1824","nov 20_1",0,3,19,3.3,0,4,"No",2,808,-2,1,"R_1o5Brl36Z0BX9rv",1,"Liberal","Conservative",0,0,1
"1825","nov 20_1",0,1,50,5,3,2,"No",4,1419,3,0,"R_2EcxrSzwO1iGufP",1,"Conservative","Conservative",1,0,1
"1827","nov 20_1",1,6,73,3.1,1,2,"No",3,1618,2,0,"R_1mQxcCigTrLGtxb",1,"Conservative","Conservative",1,1,1
"1828","nov 20_1",0,7,26,2,0,0,"No",2,1182,0,1,"R_2dW1MJ8JTs3g0PD",1,"Moderate","Conservative",0,0,1
"1829","nov 20_1",0,2,21,3.4,0,0,"No",2,1976,0,1,"R_2SwaWYT9Z0GxJ5q",1,"Moderate","Conservative",0,0,1
"1830","nov 20_1",0,4,18,3.4,3,1,"No",0,1330,-2,1,"R_Oa5xgf1s66SAJA5",1,"Liberal","Conservative",0,0,1
"1831","nov 20_1",1,6,43,3.2,1,3,"No",3,1657,0,1,"R_237VEukJyv612xw",1,"Moderate","Conservative",0,1,1
"1832","nov 20_1",0,4,70,2.9,0,1,"Yes",1,2907,-1,0,"R_2rUaEHqaqHmMy9P",1,"Liberal","Conservative",0,0,1
"1833","nov 20_1",0,4,64,2.4,0,0,"Yes",1,1300,2,0,"R_3nr3I7B32Z43i7s",1,"Conservative","Conservative",1,0,1
"1834","nov 20_1",1,6,71,4.4,1,2,"Yes",4,3443,0,0,"R_7PC7b4aiiXGAGpr",1,"Moderate","Conservative",0,1,1
"1835","nov 20_1",1,5,69,3.9,0,0,"Yes",1,2349,1,0,"R_O6IHe2IcLYNjs9r",1,"Conservative","Conservative",1,1,1
"1836","nov 20_1",1,7,27,3.8,2,1,"No",2,744,0,1,"R_V25qruUR3fyewN3",1,"Moderate","Conservative",0,1,1
"1837","nov 20_1",1,5,23,5,1,0,"No",1,990,-2,0,"R_1M3XrmDl91iIuB2",1,"Liberal","Conservative",0,1,1
"1838","nov 20_1",1,6,35,4,1,1,"Yes",3,2956,2,0,"R_0f8tXqm73k7BgBP",1,"Conservative","Conservative",1,1,1
"1839","nov 20_1",0,1,34,4.5,0,3,"No",3,1958,-2,0,"R_DiPkUDFiXFGDLzP",1,"Liberal","Conservative",0,0,1
"1840","nov 20_1",0,2,18,3.6,3,3,"No",1,956,-3,1,"R_2wFxNSBEyEVE78S",1,"Liberal","Conservative",0,0,1
"1841","nov 20_1",0,1,32,4.7,1,2,"No",2,885,-2,0,"R_XprFt5HWBFG6xi1",1,"Liberal","Conservative",0,0,1
"1842","nov 20_1",1,5,25,3.7,0,4,"No",1,619,-2,0,"R_3qvyjCGZlowb4oc",1,"Liberal","Conservative",0,1,1
"1843","nov 20_1",0,1,44,5,2,1,"No",3,1182,3,0,"R_3ERwk3zoS09E8h4",1,"Conservative","Conservative",1,0,1
"1844","nov 20_1",0,1,45,4.6,1,2,"No",1,3028,-2,0,"R_3HXpWStOiqzTVnS",1,"Liberal","Conservative",0,0,1
"1845","nov 20_1",1,6,50,3.3,3,2,"No",4,2216,0,0,"R_1qfxNqDIMMPnf0b",1,"Moderate","Conservative",0,1,1
"1846","nov 20_1",0,4,47,3.5,0,0,"No",3,823,-1,0,"R_1OgEzIdyesLljEJ",1,"Liberal","Conservative",0,0,1
"1848","nov 20_3",0,5,69,2.2,0,2,"No",2,2409,2,1,"R_3lKQ0gmCloOPShX",1,"Conservative","Neutral",0,0,1
"1849","nov 20_3",0,4,23,4.6,0,1,"No",0,665,-3,0,"R_3MoCdFcfyRkBE8H",1,"Liberal","Neutral",0,0,1
"1850","nov 20_3",0,4,67,3.8,0,2,"No",1,3388,2,0,"R_ZwLb9wKK6OuX98l",1,"Conservative","Neutral",0,0,1
"1851","nov 20_3",1,7,66,3.1,0,0,"Yes",2,1448,0,1,"R_WlD4fYtiyT9sy2t",1,"Moderate","Neutral",0,1,1
"1852","nov 20_3",1,7,66,3.1,0,0,"Yes",2,1448,0,1,"R_WlD4fYtiyT9sy2t",0,"Moderate","Neutral",0,1,0
"1853","nov 20_3",0,2,67,3.8,0,2,"No",1,3388,2,0,"R_ZwLb9wKK6OuX98l",0,"Conservative","Neutral",0,0,0
"1855","nov 20_3",1,6,69,2.2,0,2,"No",2,2409,2,1,"R_3lKQ0gmCloOPShX",0,"Conservative","Neutral",0,1,0
"1856","nov 20_3",0,4,23,4.6,0,1,"No",0,665,-3,0,"R_3MoCdFcfyRkBE8H",0,"Liberal","Neutral",0,0,0
"1857","nov 20_3",1,7,62,3.2,0,0,"No",2,1943,2,1,"R_2wRh9fM3LrD7rwF",0,"Conservative","Neutral",0,1,0
"1858","nov 20_3",1,6,18,3.5,0,3,"No",1,1236,2,1,"R_A07ceyC5HAUSIG5",0,"Conservative","Neutral",0,1,0
"1859","nov 20_3",0,4,57,3.3,0,3,"No",1,2200,2,1,"R_yr4gJqPwJ4ooWcx",0,"Conservative","Neutral",0,0,0
"1861","nov 20_3",0,4,19,3.3,0,1,"No",1,745,-1,1,"R_WwYxX7zD4FkVLZn",0,"Liberal","Neutral",0,0,0
"1862","nov 20_3",0,2,70,1.3,1,4,"No",3,1484,2,0,"R_1nPDgpLZSeMPUvx",0,"Conservative","Neutral",0,0,0
"1863","nov 20_3",1,6,40,4.7,1,1,"Yes",4,2008,-1,0,"R_3Nx5OBvb0HSwvoR",0,"Liberal","Neutral",0,1,0
"1864","nov 20_3",0,4,22,3.2,1,1,"No",3,996,-2,1,"R_tQHCvkFb08bxqAF",0,"Liberal","Neutral",0,0,0
"1865","nov 20_3",0,2,64,3.2,0,2,"No",2,1651,-2,1,"R_Rxjn5lB7KORUj3r",0,"Liberal","Neutral",0,0,0
"1866","nov 20_3",0,3,45,3.8,1,0,"No",1,857,1,1,"R_2zq15LfyonpDzm4",0,"Conservative","Neutral",0,0,0
"1867","nov 20_3",0,5,34,3,1,2,"Not Sure",1,1127,-2,1,"R_1nVd3hGrtbC6k74",0,"Liberal","Neutral",0,0,0
"1868","nov 20_3",1,6,23,3,1,0,"No",2,1122,-1,1,"R_3Gp7HyiC3w7opM1",0,"Liberal","Neutral",0,1,0
"1869","nov 20_3",1,6,32,4,1,3,"No",3,2319,0,1,"R_ZkL2BzwNj1qrLZ7",0,"Moderate","Neutral",0,1,0
"1870","nov 20_3",0,2,74,2.1,0,3,"No",2,1250,0,1,"R_3NvKGnGHEoYcgDB",0,"Moderate","Neutral",0,0,0
"1871","nov 20_3",0,5,43,4.4,0,2,"No",1,1472,-2,0,"R_vdGnIRD0gHLRyFj",0,"Liberal","Neutral",0,0,0
"1872","nov 20_3",0,2,70,3.2,0,2,"No",3,1230,-2,1,"R_2zP9QjW3rs4Am83",0,"Liberal","Neutral",0,0,0
"1874","nov 20_3",0,1,23,4.6,2,2,"No",3,1625,-3,0,"R_8wcAb1p36n1wNTH",0,"Liberal","Neutral",0,0,0
"1875","nov 20_3",1,6,48,3,1,0,"No",3,783,-2,1,"R_2zYZ2pKv3JKjlH0",0,"Liberal","Neutral",0,1,0
"1876","nov 20_3",0,3,36,3.9,2,2,"No",3,1182,-2,1,"R_rdagzftO4eZIJkR",0,"Liberal","Neutral",0,0,0
"1877","nov 20_3",1,7,41,4.4,3,1,"Yes",4,3537,0,0,"R_3JzrPSvMhMLl5LJ",0,"Moderate","Neutral",0,1,0
"1878","nov 20_3",1,6,41,4.4,3,1,"Yes",4,3537,0,0,"R_3JzrPSvMhMLl5LJ",1,"Moderate","Neutral",0,1,1
"1879","nov 20_3",1,5,22,3.2,1,1,"No",3,996,-2,1,"R_tQHCvkFb08bxqAF",1,"Liberal","Neutral",0,1,1
"1880","nov 20_3",0,1,64,3.2,0,2,"No",2,1651,-2,1,"R_Rxjn5lB7KORUj3r",1,"Liberal","Neutral",0,0,1
"1881","nov 20_3",1,5,45,3.8,1,0,"No",1,857,1,1,"R_2zq15LfyonpDzm4",1,"Conservative","Neutral",0,1,1
"1882","nov 20_3",0,4,34,3,1,2,"Not Sure",1,1127,-2,1,"R_1nVd3hGrtbC6k74",1,"Liberal","Neutral",0,0,1
"1883","nov 20_3",1,5,23,3,1,0,"No",2,1122,-1,1,"R_3Gp7HyiC3w7opM1",1,"Liberal","Neutral",0,1,1
"1884","nov 20_3",0,4,32,4,1,3,"No",3,2319,0,1,"R_ZkL2BzwNj1qrLZ7",1,"Moderate","Neutral",0,0,1
"1885","nov 20_3",1,7,62,3.2,0,0,"No",2,1943,2,1,"R_2wRh9fM3LrD7rwF",1,"Conservative","Neutral",0,1,1
"1886","nov 20_3",0,5,18,3.5,0,3,"No",1,1236,2,1,"R_A07ceyC5HAUSIG5",1,"Conservative","Neutral",0,0,1
"1887","nov 20_3",0,4,57,3.3,0,3,"No",1,2200,2,1,"R_yr4gJqPwJ4ooWcx",1,"Conservative","Neutral",0,0,1
"1889","nov 20_3",0,2,19,3.3,0,1,"No",1,745,-1,1,"R_WwYxX7zD4FkVLZn",1,"Liberal","Neutral",0,0,1
"1890","nov 20_3",0,2,70,1.3,1,4,"No",3,1484,2,0,"R_1nPDgpLZSeMPUvx",1,"Conservative","Neutral",0,0,1
"1891","nov 20_3",1,6,40,4.7,1,1,"Yes",4,2008,-1,0,"R_3Nx5OBvb0HSwvoR",1,"Liberal","Neutral",0,1,1
"1892","nov 20_3",0,1,70,3.2,0,2,"No",3,1230,-2,1,"R_2zP9QjW3rs4Am83",1,"Liberal","Neutral",0,0,1
"1894","nov 20_3",0,3,74,2.1,0,3,"No",2,1250,0,1,"R_3NvKGnGHEoYcgDB",1,"Moderate","Neutral",0,0,1
"1895","nov 20_3",0,5,43,4.4,0,2,"No",1,1472,-2,0,"R_vdGnIRD0gHLRyFj",1,"Liberal","Neutral",0,0,1
"1896","nov 20_3",1,5,36,3.9,2,2,"No",3,1182,-2,1,"R_rdagzftO4eZIJkR",1,"Liberal","Neutral",0,1,1
"1897","nov 20_3",0,1,23,4.6,2,2,"No",3,1625,-3,0,"R_8wcAb1p36n1wNTH",1,"Liberal","Neutral",0,0,1
"1898","nov 20_3",1,6,48,3,1,0,"No",3,783,-2,1,"R_2zYZ2pKv3JKjlH0",1,"Liberal","Neutral",0,1,1
"1899","nov 21_1",0,4,39,3.5,0,4,"No",1,684,0,1,"R_2rA71ubYgpmz2jD",1,"Moderate","Conservative",0,0,1
"1900","nov 21_1",0,4,40,2.9,0,1,"Yes",2,940,-1,0,"R_2XpqJddXnGtETCf",1,"Liberal","Conservative",0,0,1
"1901","nov 21_1",0,1,49,4.6,0,0,"Yes",2,805,-2,0,"R_1OPl5tGBWpPII24",1,"Liberal","Conservative",0,0,1
"1902","nov 21_1",1,6,36,3,0,1,"Not Sure",1,2080,0,1,"R_3D78Mca7dD4NBrP",1,"Moderate","Conservative",0,1,1
"1903","nov 21_1",0,4,32,3,2,0,"No",3,8376,0,0,"R_3sntsB6QK2NvBGY",1,"Moderate","Conservative",0,0,1
"1904","nov 21_1",0,4,67,4.9,0,0,"No",2,1208,3,0,"R_1gedL1V9S6CSKxy",1,"Conservative","Conservative",1,0,1
"1905","nov 21_1",0,4,69,3.4,0,1,"Yes",1,2076,-1,1,"R_ahFvWdwBgr0AZ69",1,"Liberal","Conservative",0,0,1
"1906","nov 21_1",0,2,33,4.6,1,2,"Yes",3,1483,0,1,"R_73eyloAsAdtCjcZ",1,"Moderate","Conservative",0,0,1
"1907","nov 21_1",1,7,42,5,1,3,"Yes",3,1197,3,1,"R_3efYHNOXzjlG9pg",1,"Conservative","Conservative",1,1,1
"1908","nov 21_1",0,4,34,3.3,0,1,"Yes",1,2889,3,1,"R_2q7Y5ayqab9LNwR",1,"Conservative","Conservative",1,0,1
"1909","nov 21_1",1,7,77,1.7,0,1,"Yes",1,1970,0,1,"R_2qgho2KJT6LzWff",1,"Moderate","Conservative",0,1,1
"1910","nov 21_1",1,7,69,2,1,0,"No",1,626,0,1,"R_3kFFwXZKaSiEkNi",1,"Moderate","Conservative",0,1,1
"1911","nov 21_1",0,1,45,4.2,0,0,"No",0,894,0,0,"R_UaweWnP2oKnuyK5",1,"Moderate","Conservative",0,0,1
"1912","nov 21_1",0,4,67,1.6,0,1,"Yes",3,955,0,1,"R_1i8XdehTHy2V0ua",1,"Moderate","Conservative",0,0,1
"1913","nov 21_1",1,6,53,2.7,2,1,"Yes",3,1585,0,1,"R_2awZFoITz4H73qL",1,"Moderate","Conservative",0,1,1
"1914","nov 21_1",1,5,30,4.4,2,1,"No",2,2248,-2,0,"R_2SfztcIhjWtO77B",1,"Liberal","Conservative",0,1,1
"1915","nov 21_1",0,1,57,3.9,3,1,"Yes",3,2992,-2,1,"R_33D90paADp1VyBE",1,"Liberal","Conservative",0,0,1
"1916","nov 21_1",0,2,69,3.9,1,0,"Yes",1,2935,-3,1,"R_3KpzA4BdMnwPFcH",1,"Liberal","Conservative",0,0,1
"1917","nov 21_1",1,7,33,3.5,1,0,"No",3,1267,2,1,"R_233tncBZDBpl4rh",1,"Conservative","Conservative",1,1,1
"1918","nov 21_1",0,4,35,3.9,1,0,"No",1,1708,0,0,"R_1OoAjbLHUHzP23I",1,"Moderate","Conservative",0,0,1
"1919","nov 21_1",1,7,33,4.7,2,0,"No",3,1391,3,0,"R_3frRhaRbm5RHr18",1,"Conservative","Conservative",1,1,1
"1920","nov 21_1",0,6,39,4.4,3,1,"Yes",4,1283,2,0,"R_1MMwWJXf9Uqexzj",1,"Conservative","Conservative",1,0,1
"1921","nov 21_1",1,7,51,3.7,0,1,"Yes",2,941,0,0,"R_3FJSuflOo1iasZI",1,"Moderate","Conservative",0,1,1
